MSCI_INDEX,MSCI_ISSUER_NAME,MSCI_ISSUER_TICKER,MSCI_ISSUER_CNTRY_DOMICILE_NAME,MSCI_IVA_INDUSTRY_GROUP,MSCI_INDUSTRY_ADJUSTED_ESG_SCORE,MSCI_ENVIRONMENTAL_PILLAR_SCORE,MSCI_SOCIAL_PILLAR_SCORE,MSCI_GOVERNANCE_PILLAR_SCORE,MSCI_CARBON_EMISSIONS_SCORE,MSCI_CORP_GOVERNANCE_SCORE,SP_FIN_MARKET_CAP,SP_FIN_ENTERPRISE_VALUE,SP_FIN_TOTAL_ASSETS,SP_FIN_TOTAL_EQUITY,SP_FIN_TOTAL_LIABILITIES,SP_FIN_TOTAL_DEBT,SP_FIN_CASH_AND_EQUIVALENTS,SP_FIN_SIZE,SP_FIN_LEVERAGE_RATIO_PERCENT,SP_FIN_DATE_TO_EQUITY_RATIO_PERCENT,SP_FIN_RETURN_ON_ASSETS_ROA,SP_FIN_RETURN_ON_ASSETS_ROA_PERCENT,SP_FIN_RETURN_ON_EQUITY_PERCENT,SP_FIN_PE_LTM,SP_FIN_TOTAL_ASSETS_CAGR_5Y,TOBINQ RATIO,SP_FIN_NET_INCOME_IS
MSCI_EUROPE,Evonik Industries AG,EVK,Germany,Materials,7.5,5.8,4.8,7.2,7.5,6.8,9622.72,9622.9,22013.69,9920.51,12093.18,4688.67,826.89,22013.69,47.26238873,47.26238873,0.0181,1.81,-0.0451,0,-0.0034,0.96998239,-513.36
MSCI_EUROPE,YARA INTERNATIONAL ASA,YAR,Norway,Materials,7.3,4.5,6,7.5,6.9,8.4,7282.09,7282.605676,16027,7570,8457,4230,539,16027,55.87846764,55.87846764,0.0152,1.52,0.0067,0,-0.0077,0.961966975,48
MSCI_EUROPE,Allianz SE,ALV,Germany,Financials,8.3,9.4,7.2,4.4,10,7.6,107782.21,107781.708,1085420.62,70192.1,1015228.53,36168.03,20887.61,1085420.62,51.5272089,51.5272089,0.0079,0.79,0.1477,11.5,0.0184,1.535531919,9429.23
MSCI_EUROPE,COMPAGNIE FINANCIERE RICHEMONT SA,CFR,Switzerland,Consumer Discretionary,8.4,6.9,5.9,5.8,10,6.7,93270.13,93270.02024,46056.98,22267.18,23789.79,17659.44,11557.14,46056.98,79.30703394,79.30703394,0.0728,7.28,0.1926,22.2,0.0877,4.188681728,2548.83
MSCI_EUROPE,KBC GROEP NV,KBC,Belgium,Financials,10,10,5.6,7.1,10,7.2,28385.77,28386.02761,382999.56,26782.95,356216.6,40669.02,38366.09,382999.56,151.8466786,151.8466786,0.0097,0.97,0.1476,9.1,0.041,1.059844789,3755.8
MSCI_EUROPE,Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft in Muenchen,MUV2,Germany,Financials,9.5,6.5,7.1,7.2,10,7.5,66844.5,66844.86596,302266.5,32867.08,269399.43,6986.09,6071.98,302266.5,21.25558462,21.25558462,0.014,1.4,0.1613,11.5,0.0027,2.033782739,5085.01
MSCI_EUROPE,GECINA SA,GFC,France,Real Estate,8.8,7.7,2.8,9.1,9.1,9.2,7077.27,7077.015148,19484.16,11701.77,7782.39,7239.88,158.66,19484.16,61.86995643,61.86995643,0.0163,1.63,-0.1534,0,-0.0218,0.604803376,-1973.04
MSCI_EUROPE,Telia Company AB,TELIA,Sweden,Communication Services,10,10,6.7,7.5,10,7.8,10443.28,10459.4107,22457.97,5651.88,16806.09,11163.24,1154.89,22457.97,197.5137476,197.5137476,0.0273,2.73,0.0001,0,-0.0176,1.847753314,30.05
MSCI_EUROPE,CAPGEMINI SE,CAP,France,IT - Software,6.9,6.7,3.8,7.3,10,8.1,34453.73,34454.57074,27268.71,11562.16,15706.56,7283.06,3903.73,27268.71,62.99047929,62.99047929,0.0643,6.43,0.165,19.4,0.0841,2.979869678,1835.95
MSCI_EUROPE,COLOPLAST A/S,COLO B,Denmark,Health Care,8.5,10,6.3,6.3,10,7,27113.42,27113.46271,6826.52,2452.13,4374.39,2773.62,129.13,6826.52,113.1106426,113.1106426,0.1,10,0.3738,37.2,0.3255,11.05708914,677.99
MSCI_EUROPE,H & M Hennes & Mauritz AB,HM B,Sweden,Retail,7.8,9.3,5,5.5,10,6.3,25667.65,25672.04307,17260.66,4532.53,12728.13,7424.24,2513.59,17260.66,163.7990262,163.7990262,0.0467,4.67,0.1774,28.5,0.0882,5.662985132,833.36
MSCI_EUROPE,FINECOBANK BANCA FINECO S.P.A.,FBK,Italy,Financials,7.6,6.5,5,7.2,10,8.4,9238.31,9237.083592,36780.42,2422.91,34357.5,1202.1,2502.26,36780.42,49.61389404,49.61389404,0.0175,1.75,0.2968,14.1,0.0614,3.812898539,672.45
MSCI_EUROPE,Siemens Aktiengesellschaft,SIE,Germany,Industrials,8.2,7.8,4.2,6.1,10,7.5,145321.35,145318.646,153363.99,56095.78,97268.21,49261.02,10660.75,153363.99,87.81591057,87.81591057,0.039,3.9,0.1578,19.1,0.0087,2.590593267,8403.64
MSCI_EUROPE,ArcelorMittal SA,ARMT34,Luxembourg,Materials,4,2.5,2.5,5.6,5.1,7,18623,18622.04701,93917,56068,37849,10681,7686,93917,19.05008204,19.05008204,0.0208,2.08,0.0183,24.8,0.0058,0.332150246,919
MSCI_EUROPE,MOWI ASA,MOWI,Norway,Consumer Staples,8.4,5.2,6.1,6.8,10,8.6,8627.95,8625.412998,9095.83,4145.18,4950.65,2834.95,318.39,9095.83,68.39148119,68.39148119,0.0777,7.77,0.1181,24.1,0.0987,2.081441578,490.62
MSCI_EUROPE,Akzo Nobel N.V.,AKZA,Netherlands,Materials,8.7,7.9,3.8,5.9,10,6.7,10405.05,10404.9938,16071.98,5018.77,11053.21,6141.53,1670.35,16071.98,122.3712184,122.3712184,0.0453,4.53,0.1073,18.1,-0.0497,2.073227105,487.97
MSCI_EUROPE,INFORMA PLC,INF,United Kingdom,Communication Services,9.3,10,5.8,7.4,10,8.5,14578.39,14573.33657,14691.18,9159.01,5532.17,2366.3,496.28,14691.18,25.83576173,25.83576173,0.0337,3.37,0.0632,28.6,0.0086,1.591699321,534.15
MSCI_EUROPE,ENI S.P.A.,ENI,Italy,Energy,6.4,7.1,6.2,4.5,9.2,7,48817.59,48821.03226,157436.52,59222.79,98213.73,37607.64,11253.04,157436.52,63.5019728,63.5019728,0.0367,3.67,0.0893,13.3,0.038,0.824304123,5267.17
MSCI_EUROPE,OCI N.V.,OCI,Netherlands,Materials,7.1,5.2,4.4,6.1,6.9,5.9,5152.86,5151.977349,8974.5,1950.4,7024.1,2299.7,156.9,8974.5,117.9091468,117.9091468,-0.0254,-2.54,-0.151,0,0.0416,2.641950369,-392
MSCI_EUROPE,Neste Oyj,NESTE,Finland,Energy,10,6.8,8.1,8,7.8,9.1,13795.65,13797.15458,17645.18,9343.12,8302.05,4491.06,1738.79,17645.18,48.06809717,48.06809717,0.0678,6.78,0.1711,9.4,0.1425,1.476557082,1582.03
MSCI_EUROPE,TEMENOS AG,TEMN,Switzerland,IT - Software,10,5.6,6.7,8,10,8.5,4960.41,4960.751281,2326.84,681.98,1644.86,764.68,106.89,2326.84,112.1264553,112.1264553,0.0547,5.47,0.2137,36.6,0.0713,7.273541746,134.68
MSCI_EUROPE,Straumann Holding AG,STMN,Switzerland,Health Care,7.2,10,5.8,5.9,10,6.9,20161.27,20161.62817,3949.66,2186.01,1763.65,599.51,487.84,3949.66,27.42485167,27.42485167,0.1105,11.05,0.1337,69.1,0.1224,9.222862658,292.57
MSCI_US,DAVITA INC.,DVA,United States of America,Health Care,8.5,10,5.8,7.5,10,8.3,12405.54,12405.53602,16893.58,2743.35,14150.23,11116.42,380.06,16893.58,405.2133341,405.2133341,0.0592,5.92,0.3852,16.1,-0.0244,4.522040571,691.53
MSCI_US,EMERSON ELECTRIC CO.,EMR,United States of America,Industrials,5.8,6.6,3.9,4.8,10,5.5,61952.71,61952.709,42746,26598,16148,8705,8051,42746,32.72802466,32.72802466,0.0463,4.63,0.0991,32.2,0.1596,2.329224378,13219
MSCI_US,UNION PACIFIC CORPORATION,UNP,United States of America,Industrials,7.5,5.9,3.9,7.8,5.9,8.2,136343.99,136343.9906,67132,14788,52344,34179,1055,67132,231.1265891,231.1265891,0.0861,8.61,0.4734,21.3,0.0256,9.219907357,6379
MSCI_US,MARATHON PETROLEUM CORPORATION,MPC,United States of America,Energy,5.1,5.4,4.6,5.1,5.9,4.7,60921.46,60921.46364,85987,31399,54588,28501,5443,85987,90.7704067,90.7704067,0.097,9.7,0.3361,8.5,-0.0154,1.940235676,9681
MSCI_US,THERMO FISHER SCIENTIFIC INCORPORATED,TMO,United States of America,Health Care,5.4,10,5.7,3.9,10,5.5,210241.72,210241.7164,98726,46842,51884,36711,8077,98726,78.37197387,78.37197387,0.0472,4.72,0.1309,35.3,0.1192,4.488316468,5995
MSCI_US,"INTUITIVE SURGICAL, INC.",ISRG,United States of America,Health Care,6.3,8.8,4.3,7.2,8.8,8.1,157883.11,157883.1084,15441.5,13397.3,2044.2,89.8,2750.1,15441.5,0.670284311,0.670284311,0.0777,7.77,0.1483,80.4,0.145,11.78469617,1798
MSCI_US,ATLASSIAN CORPORATION,TEAM,United States of America,IT - Software,8.4,5.4,6.8,5.4,10,6.3,45028.98,45028.97749,4106.78,654.67,3452.11,1282.36,2102.55,4106.78,195.8788397,195.8788397,-0.0418,-4.18,-0.9913,0,0.1114,68.78118747,-486.76
MSCI_US,ABBOTT LABORATORIES,ABT,United States of America,Health Care,4.6,10,3.9,4.9,10,6.7,182052.67,182052.6729,73214,38827,34387,15873,6896,73214,40.88134546,40.88134546,0.0611,6.11,0.1511,32.6,0.0174,4.688816288,5723
MSCI_US,BALL CORPORATION,BALL,United States of America,Materials,7.8,9.6,3,6,10,7,18957.87,18957.87309,19303,3837,15466,9021,695,19303,235.1055512,235.1055512,0.0455,4.55,0.1931,29.4,0.0312,4.940805317,707
MSCI_US,Chubb Limited,AEX,Switzerland,Financials,5,7.7,3.4,5.4,10,6.5,109954.6,109954.5971,230682,63691,166991,19767,2449,230682,31.03578214,31.03578214,0.0275,2.75,0.1579,11.6,0.0658,1.726375783,9028
MSCI_US,ARCHER-DANIELS-MIDLAND COMPANY.,ADM,United States of America,Consumer Staples,7.4,5.9,5.1,5,10,5.4,29967.87,29967.87439,54631,24465,30166,9596,1368,54631,39.22338034,39.22338034,0.0437,4.37,0.1412,10.6,0.06,1.224928265,3483
MSCI_US,DECKERS OUTDOOR CORPORATION,DECK,United States of America,Consumer Discretionary,10,8.5,6.4,7.7,10,8.4,25440.21,25440.20518,3135.58,2107.47,1028.11,266.88,1502.05,3135.58,12.66352546,12.66352546,0.2057,20.57,0.3922,34.3,0.1705,12.07144586,759.56
MSCI_US,CSX Corporation,CSX,United States of America,Industrials,6.5,6.1,4,6.1,6.1,6.9,64571.24,64571.24416,42408,12133,30275,19199,1353,42408,158.2378637,158.2378637,0.0824,8.24,0.3001,18.1,0.0292,5.321951702,3715
MSCI_US,CATERPILLAR INC.,CAT,United States of America,Industrials,7.1,5.5,7,4.7,10,6.7,160145.24,160145.2394,87476,19503,67973,38452,6106,87476,197.1594114,197.1594114,0.1008,10.08,0.5838,14.8,0.0219,8.211313131,10335
MSCI_US,"AVALONBAY COMMUNITIES, INC.",AVB,United States of America,Real Estate,6.3,6.4,5.5,6.7,9.9,7.1,29293.22,29293.21614,20678.21,11784.79,8893.42,8135.22,397.89,20678.21,69.03152284,69.03152284,0.0273,2.73,0.0806,30.7,0.0238,2.485680271,928.83
MSCI_US,THE ESTEE LAUDER COMPANIES INC.,EL,United States of America,Consumer Staples,5.8,6.1,3.4,3.9,10,4.4,39750.4,39750.39839,23415,6417,16998,10319,4029,23415,160.8072308,160.8072308,0.05,5,0.1572,62.3,0.1325,6.194545738,1006
MSCI_US,"CBRE GROUP, INC.",CBRE,United States of America,Real Estate,9.8,6.1,8.5,6.6,10,7.3,26691.94,26691.94019,22548,9067,13481,4934,1265,22548,54.41711702,54.41711702,0.0363,3.63,0.1162,27.7,0.1087,2.943855741,986
MSCI_US,"INTERCONTINENTAL EXCHANGE, INC.",ICE,United States of America,Financials,5.9,9,2,6.6,9,7,78850.67,78850.67221,136084,25786,110298,22972,899,136084,89.08710153,89.08710153,0.015,1.5,0.1004,31.6,0.0796,3.057886838,2368
MSCI_US,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,United States of America,Health Care,4.6,10,5,5.1,10,4.8,10680.95,10680.9483,8195,3659,4536,3126.86,276.77,8195,85.45668215,85.45668215,0.0519,5.19,0.1438,24.4,0.1627,2.919089915,474.62
MSCI_US,"PAYCOM SOFTWARE, INC.",PAYC,United States of America,Industrials,6.8,9,6.3,5.4,9,5,8018.89,8018.892061,4197.54,1303.04,2894.5,75.95,294.02,4197.54,5.828677554,5.828677554,0.0696,6.96,0.2742,17.4,0.225,6.153986063,340.79
MSCI_US,COSTCO WHOLESALE CORPORATION,COST,United States of America,Consumer Staples,6.6,6.9,3.7,7.2,9.8,7.1,377109.64,377109.6381,68994,25058,43936,10536,13700,68994,42.04645223,42.04645223,0.0798,7.98,0.2753,52.7,0.1106,15.04947083,6292
MSCI_US,"AIR PRODUCTS AND CHEMICALS, INC.",APD,United States of America,Materials,6.3,4.5,10,6.1,5.2,7,58482.01,58482.01495,32002.5,15660.3,16342.2,11118.6,1617,32002.5,70.99863987,70.99863987,0.056,5.6,0.1588,23.8,0.1078,3.734411857,2300.2
MSCI_US,FIFTH THIRD BANCORP,FITB,United States of America,Financials,6.7,5.1,4.4,5.7,10,6.7,24523,24523.00189,214574,19172,195402,23034,3142,214574,120.1439599,120.1439599,0.0111,1.11,0.1287,11.4,0.08,1.279104945,2349
MSCI_US,EASTMAN CHEMICAL COMPANY,EMN,United States of America,Materials,4.8,4.1,2.7,6.4,5.9,6.5,11428.24,11428.24176,14633,5530,9103,5079,548,14633,91.84448463,91.84448463,0.0456,4.56,0.1664,12.5,-0.0176,2.066589512,894
MSCI_US,THE KRAFT HEINZ COMPANY,KHC,United States of America,Consumer Staples,8.4,4.5,4.7,7.5,10,8.2,39185.4,39185.40233,90339,49722,40617,20649,1400,90339,41.52890069,41.52890069,0.0374,3.74,0.0577,14.1,-0.0268,0.788089779,2855
MSCI_US,"LEIDOS HOLDINGS, INC.",LDOS,United States of America,IT - Software,7.7,6.4,4.8,6.8,10,7.7,19900.43,19900.43372,12695,4258,8437,5334,777,12695,125.2700798,125.2700798,0.0632,6.32,0.0483,63.2,0.0768,4.673656646,199
MSCI_US,POOL CORPORATION,POOL,United States of America,Retail,8.3,1.8,7.4,6.4,8.3,7.2,11788.98,11788.97971,3428.07,1312.79,2115.28,1364.48,66.54,3428.07,103.9374157,103.9374157,0.1335,13.35,0.4107,24,0.2254,8.980095826,523.23
MSCI_US,CAMPBELL SOUP COMPANY,CPB,United States of America,Consumer Staples,8.4,3.9,5.6,6.6,9.4,6,13440.9,13440.8959,12058,3663,8395,4967,189,12058,135.5992356,135.5992356,0.074,7.4,0.2453,18.2,-0.0366,3.669369369,858
MSCI_US,MASCO CORPORATION,MAS,United States of America,Industrials,5.2,6.1,3.6,6.6,10,6.7,14646.1,14646.10457,5363,116,5247,3250,634,5363,2801.724138,2801.724138,0.1621,16.21,0,16.2,-0.0011,126.2594828,908
MSCI_US,"CHENIERE ENERGY, INC.",LNG,United States of America,Energy,8.5,5.2,8.5,7.2,3.7,8.1,39418.73,39418.73267,43076,9020,34056,26825,4066,43076,297.3946785,297.3946785,0.2299,22.99,2.7255,8.4,0.0613,4.37014745,9881
MSCI_US,ROBLOX CORPORATION,RBLX,United States of America,Communication Services,3.6,6.7,4.8,3.1,6.7,4.5,23819.97,23819.96787,6168.08,68.63,6099.45,1762.8,678.47,6168.08,2568.556025,2568.556025,-0.1356,-13.56,-6.2031,0,0.6262,347.0781,-1151.95
MSCI_US,"SIMON PROPERTY GROUP, INC.",SPG,United States of America,Real Estate,4.4,7.2,5,4.6,9.7,3.8,56146.99,48829.64457,34283.5,3687.6,30595.9,26518.28,1168.99,34283.5,719.120295,719.120295,0.0521,5.21,0.6968,19.1,0.0224,15.22588947,2283.13
MSCI_US,"BOSTON PROPERTIES, INC.",BXP,United States of America,Real Estate,7.9,7.7,4.5,7.1,9,7.1,10781,9608.848329,26026.15,8183.98,17842.17,16624.65,1531.48,26026.15,203.1364935,203.1364935,0.0253,2.53,0.0352,50.1,0.0514,1.31732971,190.22
MSCI_US,"ASPEN TECHNOLOGY, INC.",AZPN,United States of America,IT - Software,7.7,6.7,5.2,6.1,8.7,7,12531.95,12531.94883,14486.05,13070.93,1415.12,90.24,241.21,14486.05,0.690386989,0.690386989,-0.0078,-0.78,-0.0082,0,0,0.958764985,-107.76
MSCI_US,GENERAL MOTORS COMPANY,GM,United States of America,Consumer Discretionary,4.7,5.9,1.5,7,10,7.8,51979.2,51979.19749,273064,68307,204757,122912,13553,273064,179.9405625,179.9405625,0.0224,2.24,0.14,5.6,0.0373,0.760964469,10127
MSCI_US,"EQUITY LIFESTYLE PROPERTIES, INC.",ELS,United States of America,Real Estate,3.7,4.6,2.9,6.7,7.3,6.5,12764.89,12170.71989,5613.73,1498.62,4115.11,3544.35,4.24,5613.73,236.507587,236.507587,0.0518,5.18,0.2186,35.6,0.0741,8.517763009,314.19
MSCI_US,MONSTER BEVERAGE CORPORATION,MNST,United States of America,Consumer Staples,3.3,2.8,3.3,6,7.2,6.5,52695.82,52695.81756,9686.52,8228.74,1457.78,66.02,2297.68,9686.52,0.802309953,0.802309953,0.1399,13.99,0.2138,32,0.1643,6.403874712,1630.99
MSCI_US,NEWS CORPORATION,NWSA,United States of America,Communication Services,3.8,8.9,5.3,5.4,10,7.2,15946.08,15767.05289,16921,8945,7976,4210,1833,16921,47.06539966,47.06539966,0.026,2.6,0.0207,77,0.0069,1.782680827,149
MSCI_US,"HCA HEALTHCARE, INC.",HCA,United States of America,Health Care,7.6,7.5,5.5,7.7,7.5,8.1,89912.49,89912.49139,56211,1060,55151,41859,935,56211,3948.962264,3948.962264,0.1108,11.08,12.3425,17.1,0.0747,84.82310377,5242
MSCI_US,"CHURCH & DWIGHT CO., INC.",CHD,United States of America,Consumer Staples,8.4,6.5,3.9,5.6,10,5.8,25432.83,25432.83265,8569.2,3855.4,4713.8,2605.6,344.5,8569.2,67.58313016,67.58313016,0.0781,7.81,0.2057,32.9,0.0714,6.596677388,755.6
MSCI_US,"APOLLO GLOBAL MANAGEMENT, INC.",APO,United States of America,Financials,5.3,10,4.1,6.2,10,6.8,67142.46,67142.4628,313488,25245,288243,23890,15928,313488,94.63260051,94.63260051,0.0228,2.28,0.3203,13.3,1.2067,2.659633987,5047
MSCI_US,"CROWDSTRIKE HOLDINGS, INC.",CRWD,United States of America,IT - Software,4.8,9,3.8,5.3,9,5.7,94251.14,94251.14188,6646.52,2337.09,4309.43,792.87,3375.07,6646.52,33.92552277,33.92552277,-0.0002,-0.02,0.0474,0,0.7265,40.32841696,89.33
MSCI_US,"D.R. HORTON, INC.",DHI,United States of America,Real Estate,6.5,4.6,6,6.1,7.8,6,46498.89,46498.88942,32582.4,23137.9,9444.5,5192.2,3684.5,32582.4,22.44023874,22.44023874,0.1243,12.43,0.2234,9.6,0.1821,2.009641757,4745.7
MSCI_US,"STEEL DYNAMICS, INC.",STLD,United States of America,Materials,7.8,5.5,5.1,5.5,8.6,6.5,19649.51,19649.50616,14908.42,8839.53,6068.89,3199.21,1400.89,14908.42,36.19208261,36.19208261,0.1355,13.55,0.2914,8.6,0.1412,2.222913435,2450.88
MSCI_US,ECOLAB INC.,ECL,United States of America,Materials,9.4,8.5,3.6,6.1,10,6.6,68408.24,68408.2396,21846.6,8072.2,13774.4,8733.4,919.5,21846.6,108.1910755,108.1910755,0.063,6.3,0.1817,44.4,0.0171,8.474547211,1372.3
MSCI_US,"HOLOGIC, INC.",HOLX,United States of America,Health Care,7.7,10,6.2,5.9,10,6.1,17318.9,17318.90331,9139.3,5016.9,4122.4,2904.1,2722.5,9139.3,57.88634416,57.88634416,0.0658,6.58,0.0922,38.9,0.048,3.452111862,456
MSCI_US,"DATADOG, INC.",DDOG,United States of America,IT - Software,5.9,5,5.4,4.4,7,4.3,42966.37,42966.3724,3936.07,2025.35,1910.72,902.34,330.34,3936.07,44.5522996,44.5522996,-0.006,-0.6,0.0283,393.6,0.8539,21.21429383,48.57
MSCI_US,MEDTRONIC PUBLIC LIMITED COMPANY,MDT,Ireland,Health Care,4.6,10,2.9,6.6,10,7.4,101722.46,101722.4619,89981,50420,39561,26047,1284,89981,51.66005553,51.66005553,0.0417,4.17,0.0726,28.7,0.0006,2.017502182,3676
MSCI_US,"AUTOZONE, INC.",AZO,United States of America,Retail,5.9,2.9,4.9,5.3,10,5.2,50486.54,50486.53667,15985.88,-4349.89,20335.77,11130.47,277.05,15985.88,-255.8793441,-255.8793441,0.1389,13.89,0,20.3,0.1133,-11.60639464,2528.43
MSCI_US,TARGA RESOURCES CORP.,TRGP,United States of America,Energy,8.5,5.5,9,5.7,3.2,6,28508.31,28508.30821,20671.8,4610,16061.8,13032.2,141.7,20671.8,282.6941432,282.6941432,0.0816,8.16,0.3293,26.4,0.0406,6.184015184,1345.9
MSCI_US,"UBER TECHNOLOGIES, INC.",UBER,United States of America,Industrials,5.8,9,3.4,5.7,9,6.5,146976.87,146976.8655,38699,12682,26017,11830,4680,38699,93.28181675,93.28181675,0.0196,1.96,0.2035,112.9,0.1004,11.58940782,1887
MSCI_US,"DOORDASH, INC.",DASH,United States of America,Consumer Discretionary,4.7,8.5,3.6,5.8,8.5,5.7,45217.76,45217.75667,10839,6813,4026,522,2656,10839,7.661822985,7.661822985,-0.0348,-3.48,-0.0832,0,0.7383,6.63698224,-558
MSCI_US,"NVR, Inc.",NVR,United States of America,Real Estate,6,3.9,5.6,5.8,6,5.9,23989.83,23989.8348,6601.76,4364.73,2237.03,1029.26,3126.47,6601.76,23.58129827,23.58129827,0.1993,19.93,0.4044,16,0.1583,5.496291867,1591.61
MSCI_US,"MARSH & MCLENNAN COMPANIES, INC.",MMC,United States of America,Financials,6.4,9.9,5.5,6.3,10,7.3,104105.73,104105.7299,48030,12370,35660,15436,3358,48030,124.785772,124.785772,0.0796,7.96,0.3289,26.8,0.1735,8.41598464,3756
MSCI_US,"BLACKROCK, INC.",BLK,United States of America,Financials,5.8,10,4.7,5.2,10,6.5,116075.9,116075.9032,123211,41240,81971,9799,8736,123211,23.76091174,23.76091174,0.0329,3.29,0.1419,19.8,-0.0504,2.81464355,5502
MSCI_US,ROYALTY PHARMA PLC,RPRX,United States of America,Health Care,5.7,2.4,2.6,7.4,7.4,8.4,15933.65,12057.76514,16381.85,10084.29,6297.56,6135.28,477.01,16381.85,60.83997981,60.83997981,0.0562,5.62,0.1734,15,0.0758,1.580046786,1134.83
MSCI_US,"CAESARS ENTERTAINMENT, INC.",CZR,United States of America,Consumer Discretionary,6.2,6.1,4.5,6,8.2,6.2,8446.7,8446.69837,33366,4720,28646,25799,1005,33366,546.5889831,546.5889831,0.0477,4.77,0.1955,11,0.4136,1.789555085,786
MSCI_US,CHORD ENERGY CORPORATION,CHRD,United States of America,Energy,3.7,1.3,4.4,7.4,0,8,6968.22,6968.221953,6926.15,5076.62,1849.53,430.62,318,6926.15,8.482415465,8.482415465,0.1261,12.61,0.2099,7.8,-0.0191,1.372610122,1023.78
MSCI_US,"HENRY SCHEIN, INC.",HSIC,United States of America,Health Care,6.4,8.7,7.8,4.7,8.7,5.2,8206.78,8206.784937,10573,5153,5420,2741,171,10573,53.19231516,53.19231516,0.0453,4.53,0.0888,24.1,0.0446,1.592621774,416
MSCI_US,GEN DIGITAL INC.,GEN,United States of America,IT - Software,7.4,10,4.5,6.5,10,8.1,15415.71,15415.71198,15772,2197,13575,8655,846,15772,393.9462904,393.9462904,0.0599,5.99,0.2802,25.6,-0.0021,7.016709149,616
MSCI_US,PHILLIPS 66,PSX,United States of America,Energy,7.6,5.7,6.4,6.4,6.1,6.5,59098.93,59098.92762,75501,31650,43851,20511,3323,75501,64.8056872,64.8056872,0.066,6.6,0.2202,10.7,0.0681,1.867264771,7015
MSCI_US,"UIPATH, INC.",PATH,United States of America,IT - Software,7.9,5.6,6.4,5.2,8,5.5,7262.82,7262.819752,2954.76,2016.11,938.64,67.07,1061.68,2954.76,3.326703404,3.326703404,-0.0356,-3.56,-0.0457,0,0,3.602392727,-89.88
MSCI_US,WELLS FARGO & COMPANY,WFC,United States of America,Financials,2.9,8.9,2.5,3.8,10,7.7,200184.23,200184.2279,1932468,187443,1745025,319702,316459,1932468,170.5595834,170.5595834,0.01,1,0.103,12,0.0038,1.067973891,19142
MSCI_US,"AMERICAN FINANCIAL GROUP, INC.",AFG,United States of America,Financials,2.7,4.2,3.3,5.4,8,5.6,10521.11,10521.11164,29787,4258,25529,1695,1225,29787,39.80742132,39.80742132,0.0256,2.56,0.2051,12,-0.1404,2.47090418,852
MSCI_US,"THE HOME DEPOT, INC.",HD,United States of America,Retail,8.5,5.3,5.8,6.9,10,7.6,338626.33,338626.3284,76530,1044,75486,53101,3760,76530,5086.302682,5086.302682,0.1772,17.72,11.6216,22.9,0.117,324.3547222,15143
MSCI_US,ARTHUR J. GALLAGHER & CO.,AJG,United States of America,Financials,6.2,8.3,4.7,6.4,10,6.5,56842.57,56842.56708,51615.8,10815.3,40800.5,8407.1,971.5,51615.8,77.73339621,77.73339621,0.0316,3.16,0.0966,52.6,0.2587,5.255755273,969.5
MSCI_US,CINTAS CORPORATION,CTAS,United States of America,Industrials,6.4,8.4,5.5,6.3,8.4,5.9,72205.31,72205.30652,8546.36,3863.99,4682.37,2668.39,124.15,8546.36,69.05789094,69.05789094,0.135,13.5,0.3759,49.1,0.042,18.68672279,1348.01
MSCI_US,ON SEMICONDUCTOR CORPORATION,ON,United States of America,IT - Hardware,6.7,5.1,5.4,7,9,7.5,29195.54,29195.53599,13215.2,7800.6,5414.6,3623.8,2483,13215.2,46.45540087,46.45540087,0.1294,12.94,0.3121,13.8,0.1174,3.742730046,2183.7
MSCI_US,"DAYFORCE, INC.",DAY,United States of America,Industrials,8,10,7.2,5.6,10,5.8,7847.63,7847.63,9010.9,2398.2,6612.7,1243.6,570.3,9010.9,51.85555834,51.85555834,0.0096,0.96,0.0243,150.8,0.1142,3.272300058,54.8
MSCI_US,IRON MOUNTAIN INCORPORATED,IRM,United States of America,IT - Software,7.9,9.7,5.1,6.3,9.7,7.3,26150.42,26150.42357,17473.8,389.72,17084.08,14787.36,222.79,17473.8,3794.354921,3794.354921,0.0413,4.13,0.3339,135.1,0.0806,67.10053372,184.23
MSCI_US,"TYSON FOODS, INCORPORATED",TSN,United States of America,Consumer Staples,5.5,3.6,4.6,5,9.4,5.1,20094.04,20094.04457,36251,18255,17996,10035,573,36251,54.97124076,54.97124076,0.0086,0.86,-0.0341,0,0.0449,1.100741715,-648
MSCI_US,OTIS WORLDWIDE CORPORATION,OTIS,United States of America,Industrials,6.4,4.7,3.8,7.3,10,8.2,38814.99,38814.98986,10117,-4720,14837,7307,1274,10117,-154.809322,-154.809322,0.1407,14.07,0,27.7,0.0206,-8.223514831,1406
MSCI_US,Xcel Energy Inc.,XEL,United States of America,Utilities,8,6.7,6.4,7.1,7.7,7.4,29921.18,29921.18379,64079,17616,46463,27595,129,64079,156.647366,156.647366,0.0261,2.61,0.1033,16.2,0.0686,1.698522934,1771
MSCI_US,RPM INTERNATIONAL INC.,RPM,United States of America,Materials,5,5.4,2,5.2,7.9,4.6,13804.68,13804.67941,6782,2143,4639,3028.92,215.79,6782,141.3401773,141.3401773,0.0706,7.06,0.2325,24.7,0.0517,6.44175455,478.69
