Ticker,ISIN,Name,Trading Region,Industry,Sector,Total Employees (FY),Market Cap,Enterprise Value,Price (1D Ago),Market Value,Shrs Out,Shares Out,Common Shares Outstanding (FY),Total Assets (FY),Total Liabilities (FY),Total Capital (FY),Total Equity (FY),Leverage Ratio % (FY),Total Debt (FY),Cash And Equivalents (FY),Total Debt / Equity (FY),Total Liabilities / Total Assets (FY),Return on Assets (ROA) % (FY),Return on Capital (ROC) % (FY),Return on Common Equity (ROCE) % (FY),Total Debt to Capital % (FY),Return On Equity % (FY),Total Revenues (FY),Gross Profit (FY),Operating Income (FY),Net Income - (IS) (FY),P/E (LTM),P/TBV (LTM),Book Value / Share (FY),EPS 5Y Fwd Growth (NTM),ROA - Est High (FY5E),ROE - Est High (FY5E),EV/Sales (EST FY5),EV/EBIT (EST FY6),Total Equity/CAGR (5Y FY),Total Assets/CAGR (5Y FY),Net Income/CAGR (5Y FY),Unit
CCI,US22822V1017,Crown Castle Inc.,United States and Canada,Specialized REITs,Real Estate,4700,42318.22,71317.22,95.93,97.39,434523224,,434,38527,32146,35195,6381,,28814,105,4.5156,0.8344,0.0402,0.044,0.2172,0.8187,0.2172,6981,5001,2488,1502,30.4,,14.7,-0.0159,0.046,,9.6,24.6,,0.0329,0.1928,USD
EL,US5184391044,The Estée Lauder Companies Inc.,United States and Canada,Personal Care Products,Consumer Staples,48050,39750.4,46729.4,113.22,110.86,358563940,,,23415,16998,16736,6417,,10319,4029,1.6081,0.7259,0.05,0.0717,0.18,0.6166,0.1572,15910,11346,1774,1006,62.3,,15.62,0.1611,0.105,,2.3,11.8,,0.1325,-0.0191,USD
MPWR,US6098391054,Monolithic Power Systems Inc.,United States and Canada,Semiconductors and Semiconductor Equipment,Information Technology,3564,39458.39,38180.56,816.45,810.7,48672000,,48.03,2434.35,384.41,2057.81,2049.94,,7.87,527.84,0.0038,0.1579,0.134,0.1614,0.2299,0.0038,0.2299,1821.07,1021.12,481.74,427.37,96.6,19,42.68,0.264,0.221,0.264,9.4,,,0.2513,0.3234,USD
LNG,US16411R2085,Cheniere Energy Inc.,United States and Canada,Oil Gas and Consumable Fuels,Energy,1605,39418.73,67448.73,171.07,172.2,228912501,,237,43076,34056,35845,9020,,26825,4066,2.9739,0.7906,0.2299,0.3046,9.451,0.7484,2.7255,19781,16590,15513,9881,8.4,9.3,21.35,-0.09,0.051,0.161,3,11.3,,0.0613,0.838,USD
KHC,US5007541064,The Kraft Heinz Company,United States and Canada,Food Products,Consumer Staples,36000,39185.4,58270.4,32.32,32.27,1214298182,,1218,90339,40617,70371,49722,,20649,1400,0.4153,0.4496,0.0374,0.0482,0.0581,0.2934,0.0577,26640,8983,5405,2855,14.1,,40.66,0.0378,0.049,0.083,2,9.2,,-0.0268,,USD
OTIS,US68902V1070,Otis Worldwide Corporation,United States and Canada,Machinery,Industrials,71000,38814.99,45303.99,95.75,96,404322811,,406.6,10117,14837,2587,-4720,,7307,1274,,1.4665,0.1407,0.5465,,2.8245,,14209,4199,2244,1406,27.7,,-12.11,0.105,0.177,,2.7,14.6,,0.0206,0.0603,USD
EA,US2855121099,Electronic Arts Inc.,United States and Canada,Entertainment,Communication Services,13700,37075.41,36009.41,140.57,139.52,265735423,,266,13420,5907,9709,7513,,2196,2900,0.2923,0.4402,0.0767,0.1073,0.172,0.2262,0.172,7562,5869,1650,1273,29.8,21.4,28.24,0.0931,0.116,0.202,3.9,,,0.0842,0.0455,USD
VST,US92840M1027,Vistra Corp.,United States and Canada,Independent Power and Renewable Electricity Producers,Utilities,4870,30305.46,49745.46,85.91,87.22,347460001,,351.14,32966,27644,20063,5322,,14741,3485,2.7698,0.8386,0.0514,0.0881,0.4685,0.7347,0.2914,14779,5520,2706,1493,53.4,,8.06,,0.071,0.252,2.6,,,0.0484,,USD
ADM,US0394831020,Archer-Daniels-Midland Company,United States and Canada,Food Products,Consumer Staples,41008,29967.87,40745.87,60.67,60.61,494437789,,513,54631,30166,34061,24465,,9596,1368,0.3922,0.5522,0.0437,0.0725,0.1439,0.2817,0.1412,93935,7513,4000,3483,10.6,1.9,47.04,-0.0285,0.037,,0.5,,,0.06,0.1399,USD
XEL,US98389B1008,Xcel Energy Inc.,United States and Canada,Electric Utilities,Utilities,11311,29921.18,58068.18,53.79,53.85,555639439,,554.94,64079,46463,45211,17616,,27595,129,1.5665,0.7251,0.0261,0.0371,0.1033,0.6104,0.1033,14206,5934,2613,1771,16.2,1.7,31.74,0.0636,0.033,0.111,3.1,,,0.0686,0.0703,USD
AVB,US0534841012,AvalonBay Communities Inc.,United States and Canada,Residential REITs,Real Estate,3009,29293.22,37128.61,203.88,206.3,141993292,,141.85,20678.21,8893.42,19920.01,11784.79,,8135.22,397.89,0.6903,0.4301,0.0273,0.0284,0.0805,0.4084,0.0806,2781.36,1793.23,899.73,928.83,30.7,2.5,83.07,0.0681,0.047,0.085,11.4,29.3,,0.0238,-0.0096,USD
ON,US6821891057,ON Semiconductor Corporation,United States and Canada,Semiconductors and Semiconductor Equipment,Information Technology,30050,29195.54,30194.04,68.17,67.86,430231889,,426.39,13215.2,5414.6,11424.4,7800.6,,3623.8,2483,0.4646,0.4097,0.1294,0.1542,0.3126,0.3172,0.3121,8253,3883.5,2608,2183.7,13.8,4.7,18.25,0.0918,0.166,0.22,2.9,,,0.1174,0.2833,USD
TRGP,US87612G1013,Targa Resources Corp.,United States and Canada,Oil Gas and Consumable Fuels,Energy,3182,28508.31,43404.71,127.5,128.58,221716505,,222.61,20671.8,16061.8,17642.2,4610,,13032.2,141.7,2.8269,0.777,0.0816,0.096,0.3064,0.7387,0.3293,16060.3,5383.9,2626.2,1345.9,26.4,63.8,12.31,0.2112,0.075,,2.2,9.5,,0.0406,2.8457,USD
CBRE,US12504L1098,CBRE Group Inc.,United States and Canada,Real Estate Management and Development,Real Estate,130000,26691.94,32865.94,88.17,88.5,301603844,,,22548,13481,14001,9067,,4934,1265,0.5442,0.5979,0.0363,0.0596,0.1223,0.3524,0.1162,31949,6291.4,1249.4,986,27.7,65.3,27.59,,0.067,0.182,0.7,13.1,,0.1087,-0.015,USD
IRM,US46284V1017,Iron Mountain Incorporated,United States and Canada,Specialized REITs,Real Estate,27000,26150.42,41672.35,88.45,89.21,293133321,,292.14,17473.8,17084.08,15177.08,389.72,,14787.36,222.79,37.9435,0.9777,0.0413,0.0475,0.4344,0.9743,0.3339,5480.29,3122.49,1110.04,184.23,135.1,,0.72,0.095,,,,,,0.0806,-0.1224,USD
DECK,US2435371073,Deckers Outdoor Corporation,United States and Canada,Textiles Apparel and Luxury Goods,Consumer Discretionary,4800,25440.21,24205.03,981.26,999.91,25442495,,25.59,3135.58,1028.11,2374.35,2107.47,,266.88,1502.05,0.1266,0.3279,0.2057,0.2669,0.3922,0.1124,0.3922,4287.76,2385.49,936.69,759.56,34.3,12.3,82.35,0.1193,,,3.5,,,0.1705,0.2351,USD
CHD,US1713401024,Church & Dwight Co. Inc.,United States and Canada,Household Products,Consumer Staples,5550,25432.83,27500.33,104.48,104.01,244522956,,243.15,8569.2,4713.8,6461,3855.4,,2605.6,344.5,0.6758,0.5501,0.0781,0.1033,0.2057,0.4033,0.2057,5867.9,2588.5,1057.4,755.6,32.9,,15.86,0.081,0.111,0.214,3.9,18.3,,0.0714,0.0585,USD
WDC,US9581021055,Western Digital Corporation,United States and Canada,Technology Hardware Storage and Peripherals,Information Technology,53000,25018.32,32197.32,75.47,76.62,326524668,,322,24429,12706,19077,11723,,7354,2023,0.6273,0.5201,-0.0267,-0.0354,-0.15,0.3855,-0.1425,12318,1887,-1084,-1706,,,33.69,,0.064,0.115,1.7,,,-0.0353,,USD
FITB,US3167731005,Fifth Third Bancorp,United States and Canada,Banks,Financials,18724,24523,,35.93,35.85,684044683,,681.12,214574,195402,,19172,0.0873,23034,3142,,,0.0111,,0.1371,,0.1287,8195,8195,2992,2349,11.4,2.1,25.04,0.1342,0.011,0.123,,,0.0336,0.08,0.0138,USD
NVR,US62944T1051,NVR Inc.,United States and Canada,Household Durables,Consumer Discretionary,6300,23989.83,22173.47,7656.13,7656.92,3133092,,3.19,6601.76,2237.03,5393.99,4364.73,,1029.26,3126.47,0.2358,0.3389,0.1993,0.2467,0.4044,0.1908,0.4044,9682.9,2544.21,1955.25,1591.61,16,5.6,1366.16,0.0487,,,,,,0.1583,0.1483,USD
RBLX,US7710491033,Roblox Corporation,United States and Canada,Entertainment,Communication Services,2457,23819.97,23222.75,36.91,37.22,639977643,,,6168.08,6099.45,1831.42,68.63,,1762.8,678.47,25.687,0.9889,-0.1356,-0.4238,-6.0261,0.9625,-6.2031,2799.27,531.05,-1252.07,-1151.95,,,0.12,0.03,0.074,,3.7,,,0.6262,,USD
FE,US3379321074,FirstEnergy Corp.,United States and Canada,Electric Utilities,Utilities,12042,22174.65,47017.65,38.54,38.53,575516472,,574.34,48767,37851,36052,10916,,25136,137,2.3027,0.7762,0.0276,0.0382,0.109,0.6972,0.111,12685,8485,2098,1102,20.4,3.3,18.17,0.0659,0.033,0.144,2.7,,,0.0401,-0.0395,USD
PSTG,US74624M1027,Pure Storage Inc.,United States and Canada,Technology Hardware Storage and Peripherals,Information Technology,5600,21198.78,19744.74,62.71,65.18,325234458,,,3655.76,2385.67,1542.35,1270.09,,272.25,702.54,0.2144,0.6526,0.0151,0.0336,0.0555,0.1765,0.0555,2830.62,2021.19,87.16,61.31,232.7,21.6,3.97,0.1997,,,3.4,10.1,,0.1313,,USD
TSN,US9024941034,Tyson Foods Inc.,United States and Canada,Food Products,Consumer Staples,139000,20094.04,28898.04,56.9,56.44,356024886,,,36251,17996,28290,18255,,10035,573,0.5497,0.4964,0.0086,0.011,-0.0343,0.3547,-0.0341,52881,2660,503,-648,,9,50.94,0.5392,0.083,0.165,0.5,,,0.0449,,USD
LDOS,US5253271028,Leidos Holdings Inc.,United States and Canada,Professional Services,Industrials,47000,19900.43,24496.43,146.39,147.18,135211535,,135.77,12695,8437,9592,4258,,5334,777,1.2527,0.6646,0.0632,0.0832,0.0468,0.5561,0.0483,15438,2244,1302,199,63.2,,30.94,0.1053,,,,,,0.0768,-0.1929,USD
STLD,US8581191009,Steel Dynamics Inc.,United States and Canada,Metals and Mining,Materials,12600,19649.51,20970.12,124.78,125.05,157133196,,160.02,14908.42,6068.89,12038.73,8839.53,,3199.21,1400.89,0.3619,0.4071,0.1355,0.1689,0.2884,0.2657,0.2914,18795.32,4045.88,3151.18,2450.88,8.6,2.4,55.41,0.02,,,,,,0.1412,0.1426,USD
BALL,US0584981064,Ball Corporation,United States and Canada,Containers and Packaging,Materials,21000,18957.87,23460.87,60.66,61.08,310377752,,315.69,19303,15466,12858,3837,,9021,695,2.3511,0.8012,0.0455,0.0692,0.1956,0.7016,0.1931,14029,2670,1426,707,29.4,10,11.94,0.14,0.062,0.222,1.6,,,0.0312,0.0926,USD
ESS,US2971781057,Essex Property Trust Inc.,United States and Canada,Residential REITs,Real Estate,1749,18170.99,23871.64,273.23,273.38,64209059,,64.2,12361.43,6735.24,11897.01,5626.18,,6270.83,391.75,1.1146,0.5449,0.0271,0.0281,0.0729,0.5271,0.0746,1679.96,1148.01,536.1,405.82,33.4,3.2,84.46,0.0238,0.043,0.132,12.7,33.3,,-0.0004,0.0079,USD
ZM,US98980L1017,Zoom Video Communications Inc.,United States and Canada,Software,Information Technology,7420,18083.43,10776.94,57.54,58.47,309277032,,,9929.79,1910.39,8092.36,8019.41,,72.95,1558.25,0.0091,0.1924,0.0414,0.0519,0.0896,0.009,0.0896,4527.22,3456.54,598.27,637.46,21.7,2.3,26.07,0.0353,0.063,,2,5.4,,0.9474,1.4261,USD
DKS,US2533931026,DICK'S Sporting Goods Inc.,United States and Canada,Specialty Retail,Consumer Discretionary,37200,17939.24,20596.36,226.2,220.14,81490155,,56.84,9311.75,6694.47,6881.11,2617.28,,4263.83,1801.22,1.6291,0.7189,0.0934,0.1256,0.4071,0.6196,0.4071,12984.4,4545.73,1367.16,1046.52,18.3,7.5,32.55,0.0831,0.145,0.587,1.3,15.2,,0.1733,0.2675,USD
HOLX,US4364401012,Hologic Inc.,United States and Canada,Health Care Equipment and Supplies,Health Care,6990,17318.9,17699.5,72.27,74.21,233376948,,241.71,9139.3,4122.4,7921,5016.9,,2904.1,2722.5,0.5789,0.4511,0.0658,0.0762,0.0922,0.3666,0.0922,4030.4,2481.4,958.3,456,38.9,21.6,20.76,0.1012,0.077,,3.5,,,0.048,,USD
HRL,US4404521001,Hormel Foods Corporation,United States and Canada,Food Products,Consumer Staples,20000,16569.79,18880.7,30.22,30.22,548305384,,546.6,13448.77,5709.79,11183.71,7738.98,,3444.72,736.53,0.4451,0.4246,0.0494,0.0598,0.1039,0.308,0.1038,12110.01,1999.84,1057.67,793.57,21.6,13.7,14.15,0.058,0.086,,1.4,,,0.1056,-0.0475,USD
NWSA,US65249B1098,News Corporation,United States and Canada,Media,Communication Services,25000,15946.08,18813.08,27.87,27.69,569413250,,,16921,7976,13155,8945,,4210,1833,0.4707,0.4714,0.026,0.0335,0.0183,0.32,0.0207,9879,4803,710,149,77,28.4,14.1,0.2,0.047,0.055,1.7,,,0.0069,,USD
RPRX,GB00BMVP7Y09,Royalty Pharma plc,United States and Canada,Pharmaceuticals,Health Care,,15933.65,20689.11,26.58,26.67,452109679,,,16381.85,6297.56,16219.57,10084.29,,6135.28,477.01,0.6084,0.3844,0.0562,0.0568,0.1867,0.3783,0.1734,2354.55,1793.9,1492.15,1134.83,15,1.9,14.61,0.0445,0.069,,6.8,,,0.0758,-0.038,USD
FDS,US3030751057,FactSet Research Systems Inc.,United States and Canada,Capital Markets,Financials,12237,15818.07,16937.58,415.66,415,38115834,,38.03,3962.92,2342.99,3459.85,1619.93,,1839.92,425.44,1.1358,0.5912,0.1027,0.1168,0.3173,0.5318,0.3173,2085.51,1112.28,655.15,468.17,31.3,,42.6,0.107,0.19,0.357,6.1,,,0.2279,0.1188,USD
GEN,US6687711084,Gen Digital Inc.,United States and Canada,Software,Information Technology,3400,15415.71,23224.71,24.19,24.62,626145897,,623,15772,13575,10852,2197,,8655,846,3.9395,0.8607,0.0599,0.0831,0.2802,0.7975,0.2802,3812,3081,1521,616,25.6,,3.53,0.1016,0.077,,5.4,,,-0.0021,0.8182,USD
FOXA,US35137L1052,Fox Corporation,United States and Canada,Media,Communication Services,10400,15362.01,20081.01,34.42,34.08,466731157,,,21866,11208,18865,10658,,8207,4272,0.77,0.5126,0.0775,0.0895,0.1141,0.435,0.1128,14913,5224,2731,1239,10.4,4.7,20.82,0.0835,0.0677,0.1234,1.4,,,0.1075,-0.1074,USD
H,US4485791028,Hyatt Hotels Corporation,United States and Canada,Hotels Restaurants and Leisure,Consumer Discretionary,51000,15075.22,17628.22,148.86,148.99,101182769,,,12833,9266,6937,3567,,3370,881,0.9448,0.722,0.0152,0.0271,0.0606,0.4858,0.0605,6667,4461,305,220,23.3,,34.59,0.12,0.055,0.415,2,,,0.1092,-0.2214,USD
MAS,US5745991068,Masco Corporation,United States and Canada,Building Products,Industrials,18000,14646.1,17759.1,66.32,66.4,220573864,,220.6,5363,5247,3366,116,,3250,634,28.0172,0.9784,0.1621,0.2603,,0.9655,,7967,2849,1368,908,16.2,,-0.57,0.0864,0.185,1.006,1.7,9.1,,-0.0011,0.0435,USD
RPM,US7496851038,RPM International Inc.,United States and Canada,Chemicals,Materials,17274,13804.68,16028.56,107.75,107.21,128762983,,128.77,6782,4639,5171.92,2143,,3028.92,215.79,1.4134,0.684,0.0706,0.0936,0.2311,0.5856,0.2325,7256.41,2748.04,761.62,478.69,24.7,26.9,16.63,0.1025,,,,,,0.0517,0.0722,USD
CPB,US1344291091,Campbell Soup Company,United States and Canada,Food Products,Consumer Staples,14500,13440.9,20819.9,45.63,45.02,298553885,,298,12058,8395,8630,3663,,4967,189,1.356,0.6962,0.074,0.1041,0.2454,0.5756,0.2453,9357,2935,1417,858,18.2,,12.29,0.0555,0.097,0.259,1.8,10.9,,-0.0366,0.2687,USD
NDSN,US6556631025,Nordson Corporation,United States and Canada,Machinery,Industrials,7900,13189.57,14716.56,229.81,230.31,57268781,,57.01,5251.77,2653.71,4460.97,2598.06,,1862.91,115.68,0.717,0.5053,0.0939,0.1119,0.1993,0.4176,0.1993,2628.63,1425.4,681.5,487.49,27.4,,45.57,0.13,0.108,0.178,4.1,,,0.0895,0.0525,USD
WRK,US96145D1054,WestRock Company,United States and Canada,Containers and Packaging,Materials,56100,12840.28,22045.28,49.7,49.74,258148063,,256.4,27443.7,17346,19383.7,10097.7,,9286,393.4,0.9196,0.6321,0.0269,0.0382,-0.1535,0.4791,-0.1528,20310,3580.1,1202.4,-1649,42,3.8,39.32,0.1406,0.046,0.099,1,12,,0.0159,,USD
ELS,US29472R1086,Equity LifeStyle Properties Inc.,United States and Canada,Residential REITs,Real Estate,4000,12764.89,15727.83,64.44,65.26,186495861,,186.43,5613.73,4115.11,5042.97,1498.62,,3544.35,4.24,2.3651,0.733,0.0518,0.0577,0.2186,0.7028,0.2186,1491.72,759.98,460.53,314.19,35.6,8.4,7.66,0.0566,0.081,0.379,8.5,25,,0.0741,0.0812,USD
AZPN,US29109X1063,Aspen Technology Inc.,United States and Canada,Software,Information Technology,3900,12531.95,12517.22,190.37,197.89,63327853,,64.47,14486.05,1415.12,13161.17,13070.93,,90.24,241.21,0.0069,0.0977,-0.0078,-0.0086,-0.0082,0.0069,-0.0082,1044.18,670.59,-183.06,-107.76,,71.8,202.76,0.1434,0.017,,7.4,,,,,USD
DVA,US23918K1088,DaVita Inc.,United States and Canada,Health Care Providers and Services,Health Care,70000,12405.54,25601.27,142.16,141.45,87702623,,88.82,16893.58,14150.23,13859.77,2743.35,,11116.42,380.06,4.0521,0.8376,0.0592,0.0717,0.7821,0.8021,0.3852,12140.15,3820.43,1601,691.53,16.1,,11.89,0.1403,0.045,,1.7,,,-0.0244,0.3411,USD
LW,US5132721045,Lamb Weston Holdings Inc.,United States and Canada,Food Products,Consumer Staples,10200,12049.43,15867.93,84.07,83.45,144391021,,145.67,6519.8,5108.5,5029.5,1411.3,,3618.2,304.8,2.5637,0.7835,0.1017,0.1315,1.1388,0.7194,1.1388,5350.6,1459.1,867.6,1008.9,11.1,33.2,9.69,0.1099,0.115,,1.9,,,0.1882,0.1934,USD
POOL,US73278L1052,Pool Corporation,United States and Canada,Distributors,Consumer Discretionary,6000,11788.98,13010.09,312.28,307.57,38329420,,38.35,3428.07,2115.28,2677.27,1312.79,,1364.48,66.54,1.0394,0.617,0.1335,0.1676,0.4085,0.5097,0.4107,5541.6,1660.04,747.12,523.23,24,33.7,34.23,0.0015,,,,,,0.2254,0.1742,USD
EMN,US2774321002,Eastman Chemical Company,United States and Canada,Chemicals,Materials,14000,11428.24,16198.24,98.2,97.18,117598701,,117.29,14633,9103,10609,5530,,5079,548,0.9184,0.6221,0.0456,0.0636,0.1685,0.4787,0.1664,9210,2076,1069,894,12.5,14.6,46.53,0.1738,0.073,0.151,1.6,,,-0.0176,-0.0371,USD
BXP,US1011211018,Boston Properties Inc.,United States and Canada,Office REITs,Real Estate,836,10781,27482.91,61.09,61.18,157058652,,156.94,26026.15,17842.17,24808.63,8183.98,,16624.65,1531.48,2.0314,0.6855,0.0253,0.0265,0.0317,0.6701,0.0352,3236.2,2015.71,1015.54,190.22,50.1,1.6,37.45,0.0054,0.02,0.069,7.5,22.5,,0.0514,-0.2006,USD
CRL,US1598641074,Charles River Laboratories International Inc.,United States and Canada,Life Sciences Tools and Services,Health Care,21100,10680.95,13498.54,206.71,207.35,51511687,,51.34,8195,4536,6785.86,3659,,3126.86,276.77,0.8546,0.5535,0.0519,0.0633,0.1444,0.4608,0.1438,4129.41,1529.18,656.17,474.62,24.4,,70.06,0.1194,0.079,0.143,2.5,,,0.1627,0.1596,USD
AFG,US0259321042,American Financial Group Inc.,United States and Canada,Insurance,Financials,8500,10521.11,11141.11,124.3,125.45,83866972,,83.64,29787,25529,5953,4258,,1695,1225,0.3981,0.8571,0.0256,0.1288,0.2051,0.2847,0.2051,7452,1484,1201,852,12,2.7,50.91,,,,,,,-0.1404,0.0996,USD
CZR,US12769G1004,Caesars Entertainment Inc.,United States and Canada,Hotels Restaurants and Leisure,Consumer Discretionary,51000,8446.7,33822.7,38.15,39.03,216415536,,215.8,33366,28646,30519,4720,,25799,1005,5.4659,0.8585,0.0477,0.0528,0.1902,0.8453,0.1955,11528,6133,2554,786,11,,21.09,,0.041,0.193,2.4,9.9,,0.4136,0.5259,USD
HSIC,US8064071025,Henry Schein Inc.,United States and Canada,Health Care Providers and Services,Health Care,25000,8206.78,12200.78,64.56,64.09,128050943,,129.25,10573,5420,7894,5153,,2741,171,0.5319,0.5126,0.0453,0.0618,0.1172,0.3472,0.0888,12339,3861,695,416,24.1,,28.28,0.0655,,,,,,0.0446,-0.0494,USD
PAYC,US70432V1026,Paycom Software Inc.,United States and Canada,Professional Services,Industrials,7308,8018.89,7647.57,141,141.78,56558697,,53.88,4197.54,2894.5,1378.98,1303.04,,75.95,294.02,0.0583,0.6896,0.0696,0.2144,0.2742,0.0551,0.2742,1693.67,1469.97,451.32,340.79,17.4,6,24.18,0.1035,0.088,0.215,2.6,,,0.225,0.1998,USD
DAY,US15677J1088,Dayforce Inc.,United States and Canada,Professional Services,Industrials,9084,7847.63,8694.53,49.9,49.7,157900000,,156.3,9010.9,6612.7,3641.8,2398.2,,1243.6,570.3,0.5186,0.7339,0.0096,0.024,0.0243,0.3415,0.0243,1513.7,713.3,134.4,54.8,150.8,,15.34,0.1655,0.061,,2.6,,,0.1142,,USD
BIO,US0905722072,Bio-Rad Laboratories Inc.,United States and Canada,Life Sciences Tools and Services,Health Care,8030,7816.67,7570.71,278.03,271.99,28524797,,,12299.07,3557.94,10146.53,8741.13,,1405.39,403.81,0.1608,0.2893,0.0177,0.0216,-0.0694,0.1385,-0.0694,2671.26,1430.85,365.7,-637.32,,0.9,306.51,,0.027,0.037,2.4,,,0.1699,,USD
PATH,US90364P1057,UiPath Inc.,United States and Canada,Software,Information Technology,4035,7262.82,5402.89,12.22,12.68,572777583,,,2954.76,938.64,2083.18,2016.11,,67.07,1061.68,0.0333,0.3177,-0.0356,-0.0498,-0.0457,0.0322,-0.0457,1308.07,1113.02,-162.09,-89.88,,3.8,3.54,0.41,0.025,0.038,2.3,,,,,USD
CHRD,US6742152076,Chord Energy Corporation,United States and Canada,Oil Gas and Consumable Fuels,Energy,514,6968.22,7120.55,165.31,167.13,41693424,,41.25,6926.15,1849.53,5507.25,5076.62,,430.62,318,0.0848,0.267,0.1261,0.1612,0.2092,0.0782,0.2099,3636.64,2036.16,1368.09,1023.78,7.8,1.4,123.07,0.0321,,,,,,-0.0191,,USD
NOVOB,DK0062498333,Novo Nordisk A/S,Europe,Pharmaceuticals,Health Care,63845,638073,640602.03,1007,143.86,4435250146,,,46578.03,30795.45,19782.4,15782.58,,3999.82,2131.58,0.2534,0.6612,0.2339,0.5353,0.8807,0.2022,0.8807,34399.81,29102.71,15401.5,12394.16,50,112.3,3.54,0.2084,0.4007,1.4011,9.3,17.1,,0.2321,0.1672,DKK
NESN,CH0038863350,Nestlé S.A.,Europe,Food Products,Consumer Staples,270000,268724.8,324394.09,92.9,102.52,2621306291,,2621.31,150461.31,107199.08,108940.89,43262.23,,65678.65,5725.97,1.5182,0.7125,0.0748,0.1037,0.2884,0.6029,0.2907,110989.44,51152.09,18616.54,13326.91,20.4,,16.21,0.065,0.107,0.2998,2.6,,,-0.0158,0.0203,CHF
NOVN,CH0012005267,Novartis AG,Europe,Pharmaceuticals,Health Care,76057,216687.76,234413.82,95.93,106.2,2040406387,,2044.03,99945,53195,73189,46750,,26439,13393,0.5655,0.5322,0.0727,0.0984,0.1616,0.3612,0.1615,46660,34640,12642,14850,24.1,,22.83,0.089,0.164,,4.4,11,,-0.0724,0.0332,CHF
SIE,DE0007236101,Siemens Aktiengesellschaft,Europe,Industrial Conglomerates,Industrials,320000,145321.35,196436.51,169.22,185.72,782460941,,789.92,153363.99,97268.21,105356.8,56095.78,,49261.02,10660.75,0.8782,0.6342,0.039,0.0563,0.1641,0.4676,0.1578,82216.94,31348.98,9771.65,8403.64,19.1,34.5,63.96,0.082,0.066,0.167,1.8,9.5,,0.0087,0.0648,EUR
ABI,BE0974293251,Anheuser-Busch InBev SA/NV,Europe,Beverages,Consumer Staples,154540,119896.15,198033.9,55.46,59.03,2031018243,,1701.78,219340,126664,171017,92676,,78341,10332,0.8453,0.5775,0.0416,0.0536,0.0688,0.4581,0.0779,59380,31984,14382,5341,25.3,,41.26,0.126,0.051,0.125,2.7,,,-0.0127,0.0409,EUR
ALV,DE0008404005,Allianz SE,Europe,Insurance,Financials,157883,107782.21,81105.2,259.1,277.61,388248651,,391.46,1085420.62,1015228.53,106360.12,70192.1,,36168.03,20887.61,0.5153,0.9353,0.0079,0.0805,0.1488,0.3401,0.1477,108277.77,14063.81,13310.89,9429.23,11.5,2.4,164.92,0.0785,0.014,0.178,0.4,3.7,,0.0184,0.0274,EUR
CFR,CH0210483332,Compagnie Financière Richemont SA,Europe,Textiles Apparel and Luxury Goods,Consumer Discretionary,37117,93270.13,90005.55,142.15,157.99,590353948,,,46056.98,23789.79,39926.62,22267.18,,17659.44,11557.14,0.7931,0.5165,0.0728,0.0848,0.1938,0.4423,0.1926,22246.68,15146.22,5248.73,2548.83,22.2,4.5,37.51,0.1175,0.095,0.168,3.1,11.5,,0.0877,-0.0323,CHF
ATCOA,SE0017486889,Atlas Copco AB,Europe,Machinery,Industrials,52778,86891.87,88636.7,199.55,18.69,4872869024,,,18116.08,9042.37,12317.34,9073.71,,3243.63,1079.62,0.3575,0.4991,0.1343,0.1981,0.3271,0.2633,0.3271,17122.43,7449.07,3780.91,2780.62,32.4,29,1.86,0.1026,0.184,0.321,4,15.2,,0.1282,-0.2338,SEK
INVEB,SE0015811963,Investor AB (publ),Europe,Financial Services,Financials,18262,83077.49,87877.86,289.1,27.21,3063437598,,,83145.91,12001,80022.97,71144.91,,8878.05,1863.73,0.1248,0.1443,0.1067,0.1108,0.1923,0.1109,0.1917,18376.89,15243.14,13224.31,12598.57,5.5,1.3,23.21,,,,,,,0.1505,,SEK
EQNR,NO0010096985,Equinor ASA,Europe,Oil Gas and Consumable Fuels,Energy,23449,82486.2,74011.06,298.75,28.32,2913054682,,2944.73,143580,95080,80296,48500,,31796,9641,0.6556,0.6622,0.1494,0.2706,0.232,0.396,0.2323,106848,48091,36038,11885,8.8,1.9,16.47,-0.0338,0.044,0.105,,,,0.05,0.0954,NOK
MRK,DE0006599905,Merck KGaA,Europe,Pharmaceuticals,Health Care,62908,72377.67,80455.59,155.5,166.47,434777878,,129.24,53538.31,24000.88,40512.25,29537.43,,10974.83,2188.12,0.3716,0.4483,0.0476,0.0632,0.1074,0.2709,0.1074,23176.2,13728.2,4079.27,3117.69,24.6,20.1,67.75,0.0855,0.0845,0.128,2.9,11.7,,0.0562,-0.035,EUR
SAN,ES0113900J37,Banco Santander S.A.,Europe,Banks,Financials,203699,70350.87,,4.3445,4.64,15156986968,,15886.33,1983950.1,1868868.4,,115081.7,,407983,243256.79,,,0.0069,,0.1147,,0.1207,49414.88,49414.88,18358.36,12227.86,6.4,0.9,6.63,0.0668,0.005,0.098,,,-0.0059,0.0425,0.0724,EUR
DGE,GB0002374006,Diageo plc,Europe,Beverages,Consumer Staples,30269,70139.75,92710.79,25.53,31.59,2219979336,,2244.02,45237.04,33436.62,33804.91,11800.41,,22004.5,1827.46,1.8647,0.7391,0.0918,0.1252,0.4781,0.6509,0.4005,21732.73,13056.4,6728.22,4742.01,16.7,,4.43,0.0314,0.121,0.559,3.7,13,,0.0369,0.0432,GBP
